Year,DonorName,RecipientName,ha_rank,ha_oda,total_oda
2019,International Development Association,Viet Nam,37,60.663703,640.186124
2020,Asian Development Bank,Viet Nam,34,0,261.005724
2020,International Development Association,Viet Nam,34,62.464623,675.040809
2018,Islamic Development Bank,West Bank and Gaza Strip,14,0,0
2019,Islamic Development Bank,West Bank and Gaza Strip,13,0,87.468836
2020,Islamic Development Bank,West Bank and Gaza Strip,14,0,73.885
2019,Islamic Development Bank,"Western Africa, regional",,0,0.280564
2019,International Development Association,"Western Africa, regional",,0.156915,53.494708
2020,Islamic Development Bank,"Western Africa, regional",,0,0.069
2020,International Development Association,"Western Africa, regional",,0.774288,30.562499
2020,African Development Bank,"Western Africa, regional",,0,0.024824
2020,African Development Fund,"Western Africa, regional",,0,0.427212
2018,International Development Association,Yemen,2,0,369.035806
2018,Islamic Development Bank,Yemen,2,0,7.435413
2019,Islamic Development Bank,Yemen,2,0,1.6521
2019,International Development Association,Yemen,2,0,589.109483
2020,International Development Association,Yemen,2,0,141.433118
2020,Islamic Development Bank,Yemen,2,0.2,0.562
2018,International Development Association,Zambia,63,0,142.479471
2018,African Development Fund,Zambia,63,0,19.504353
2018,African Development Bank,Zambia,63,0,1.672728
2018,Islamic Development Bank,Zambia,63,0,0
2019,International Development Association,Zambia,55,0,124.506638
2019,African Development Bank,Zambia,55,0,0.606746
2019,African Development Fund,Zambia,55,0,36.705158
2020,African Development Fund,Zambia,64,0,26.794412
2020,International Development Association,Zambia,64,0.832835,151.310303
2020,African Development Bank,Zambia,64,0,0.351626
2018,African Development Fund,Zimbabwe,35,0,11.681858
2018,African Development Bank,Zimbabwe,35,0,0.07643
2018,Islamic Development Bank,Zimbabwe,35,0,0
2019,African Development Bank,Zimbabwe,26,0,0.037357
2019,International Development Association,Zimbabwe,26,16.754474,31.612216
2019,African Development Fund,Zimbabwe,26,11.799291,21.520968
2020,Islamic Development Bank,Zimbabwe,20,0,0.2
2020,African Development Fund,Zimbabwe,20,0,19.697402
2020,International Development Association,Zimbabwe,20,7.393283,13.949591
2020,African Development Bank,Zimbabwe,20,0,0.024043
